wrinkle,tone,elasticity,moisture,skinage
31 ,30 ,29 ,27 ,74 
70 ,76 ,76 ,79 ,20 
48 ,46 ,47 ,45 ,52 
28 ,38 ,36 ,33 ,59 
41 ,39 ,38 ,31 ,63 
65 ,57 ,68 ,63 ,28 
74 ,65 ,60 ,54 ,28 
59 ,66 ,50 ,54 ,42 
21 ,31 ,21 ,32 ,71 
40 ,34 ,37 ,43 ,64 
44 ,49 ,44 ,49 ,51 
66 ,74 ,67 ,74 ,15 
58 ,60 ,69 ,70 ,29 
50 ,40 ,47 ,35 ,48 
72 ,67 ,61 ,63 ,31 
59 ,56 ,51 ,49 ,39 
57 ,56 ,50 ,48 ,38 
43 ,57 ,48 ,48 ,54 
43 ,47 ,39 ,47 ,49 
49 ,62 ,57 ,52 ,40 
34 ,33 ,26 ,34 ,57 
27 ,21 ,21 ,24 ,68 
61 ,53 ,59 ,51 ,41 
47 ,57 ,54 ,55 ,39 
20 ,26 ,25 ,25 ,69 
47 ,41 ,40 ,51 ,50 
55 ,51 ,62 ,55 ,41 
40 ,45 ,42 ,32 ,64 
78 ,74 ,75 ,73 ,20 
55 ,62 ,55 ,52 ,41 
23 ,32 ,25 ,34 ,74 
47 ,47 ,37 ,50 ,50 
36 ,36 ,31 ,33 ,59 
29 ,34 ,42 ,32 ,59 
34 ,53 ,50 ,43 ,50 
72 ,86 ,72 ,82 ,23 
50 ,39 ,46 ,34 ,47 
27 ,26 ,23 ,35 ,73 
61 ,69 ,66 ,55 ,28 
22 ,15 ,22 ,22 ,65 
44 ,56 ,35 ,45 ,50 
44 ,42 ,39 ,28 ,63 
52 ,45 ,50 ,50 ,34 
33 ,11 ,27 ,29 ,70 
21 ,25 ,35 ,28 ,72 
73 ,68 ,65 ,67 ,33 
49 ,37 ,49 ,41 ,49 
27 ,25 ,21 ,30 ,71 
27 ,34 ,40 ,32 ,58 
36 ,20 ,21 ,26 ,71 
39 ,41 ,36 ,35 ,63 
39 ,40 ,47 ,46 ,48 
26 ,24 ,26 ,26 ,71 
77 ,74 ,83 ,73 ,22 
63 ,69 ,75 ,68 ,34 
72 ,76 ,77 ,76 ,20 
46 ,46 ,45 ,37 ,48 
57 ,40 ,51 ,59 ,37 
24 ,27 ,32 ,28 ,73 
49 ,62 ,57 ,55 ,41 
78 ,75 ,77 ,77 ,22 
27 ,32 ,29 ,17 ,71 
48 ,56 ,48 ,62 ,39 
40 ,41 ,48 ,48 ,49 
14 ,30 ,33 ,27 ,71 
54 ,54 ,49 ,55 ,38 
52 ,55 ,51 ,54 ,38 
64 ,50 ,56 ,59 ,42 
67 ,86 ,67 ,65 ,16 
63 ,69 ,65 ,67 ,31 
59 ,56 ,57 ,54 ,41 
34 ,31 ,42 ,31 ,60 
23 ,23 ,22 ,24 ,68 
72 ,76 ,70 ,73 ,18 
71 ,67 ,65 ,61 ,31 
29 ,37 ,34 ,28 ,57 
77 ,71 ,80 ,73 ,20 
37 ,34 ,31 ,41 ,61 
77 ,65 ,62 ,63 ,32 
68 ,65 ,64 ,60 ,29 
44 ,55 ,63 ,64 ,41 
62 ,61 ,72 ,69 ,31 
69 ,69 ,77 ,82 ,19 
49 ,42 ,48 ,49 ,52 
42 ,45 ,41 ,46 ,48 
72 ,73 ,83 ,67 ,19 
25 ,28 ,32 ,27 ,73 
49 ,55 ,51 ,50 ,36 
57 ,58 ,53 ,54 ,40 
40 ,39 ,37 ,31 ,61 
20 ,36 ,17 ,17 ,67 
57 ,56 ,61 ,57 ,43 
38 ,37 ,31 ,39 ,61 
70 ,71 ,63 ,61 ,31 
34 ,26 ,41 ,37 ,60 
67 ,59 ,58 ,67 ,28 
65 ,65 ,70 ,68 ,32 
57 ,69 ,64 ,64 ,29 
66 ,68 ,73 ,66 ,33 
51 ,44 ,47 ,38 ,50 
48 ,46 ,42 ,47 ,51 
32 ,42 ,31 ,37 ,60 
27 ,35 ,29 ,32 ,56 
23 ,24 ,16 ,28 ,68 
67 ,61 ,70 ,64 ,31 
48 ,53 ,50 ,45 ,34 
56 ,51 ,46 ,44 ,34 
40 ,42 ,51 ,47 ,50 
67 ,66 ,62 ,66 ,30 
52 ,43 ,39 ,44 ,50 
67 ,70 ,67 ,58 ,30 
28 ,23 ,19 ,26 ,69 
25 ,39 ,29 ,35 ,57 
46 ,50 ,53 ,40 ,52 
26 ,18 ,15 ,36 ,69 
28 ,28 ,20 ,29 ,71 
74 ,81 ,76 ,65 ,19 
55 ,58 ,55 ,57 ,41 
36 ,35 ,34 ,39 ,61 
22 ,18 ,21 ,24 ,66 
71 ,61 ,68 ,66 ,31 
65 ,56 ,66 ,59 ,27 
34 ,45 ,44 ,50 ,49 
29 ,25 ,29 ,23 ,71 
62 ,67 ,64 ,61 ,28 
53 ,61 ,65 ,64 ,46 
60 ,60 ,62 ,73 ,29 
55 ,65 ,63 ,66 ,27 
54 ,59 ,50 ,53 ,39 
33 ,40 ,32 ,34 ,60 
39 ,42 ,52 ,48 ,50 
69 ,71 ,72 ,70 ,15 
68 ,58 ,59 ,61 ,26 
44 ,50 ,48 ,44 ,52 
80 ,76 ,82 ,77 ,24 
38 ,38 ,33 ,38 ,62 
26 ,21 ,21 ,29 ,69 
76 ,76 ,78 ,78 ,22 
43 ,33 ,38 ,42 ,64 
39 ,53 ,42 ,45 ,50 
59 ,62 ,59 ,64 ,26 
36 ,32 ,23 ,26 ,54 
28 ,19 ,30 ,23 ,70 
55 ,45 ,38 ,49 ,51 
38 ,41 ,33 ,26 ,59 
63 ,63 ,66 ,56 ,27 
30 ,24 ,30 ,27 ,73 
81 ,81 ,71 ,76 ,22 
38 ,31 ,34 ,36 ,60 
34 ,37 ,38 ,42 ,63 
41 ,36 ,42 ,40 ,65 
78 ,79 ,73 ,75 ,21 
41 ,32 ,33 ,36 ,61 
47 ,55 ,50 ,65 ,39 
12 ,29 ,25 ,25 ,68 
42 ,50 ,45 ,47 ,51 
79 ,81 ,65 ,89 ,24 
59 ,47 ,41 ,48 ,34 
34 ,29 ,31 ,35 ,57 
39 ,41 ,48 ,37 ,46 
68 ,68 ,71 ,63 ,32 
38 ,42 ,34 ,39 ,63 
51 ,53 ,57 ,66 ,42 
30 ,25 ,18 ,34 ,72 
28 ,22 ,31 ,28 ,72 
56 ,62 ,76 ,60 ,29 
46 ,44 ,52 ,45 ,52 
64 ,64 ,58 ,60 ,26 
57 ,64 ,51 ,46 ,40 
70 ,74 ,82 ,64 ,18 
64 ,62 ,60 ,64 ,27 
49 ,61 ,57 ,58 ,41 
66 ,79 ,82 ,63 ,17 
68 ,59 ,67 ,60 ,29 
55 ,54 ,45 ,58 ,38 
73 ,67 ,69 ,71 ,35 
69 ,62 ,73 ,66 ,13 
40 ,43 ,41 ,47 ,48 
71 ,59 ,66 ,63 ,30 
51 ,55 ,48 ,53 ,37 
47 ,50 ,47 ,42 ,52 
62 ,69 ,70 ,76 ,14 
63 ,64 ,69 ,67 ,31 
65 ,61 ,65 ,64 ,29 
43 ,42 ,47 ,54 ,52 
53 ,50 ,53 ,57 ,38 
71 ,79 ,78 ,78 ,21 
63 ,67 ,66 ,62 ,30 
23 ,28 ,26 ,33 ,72 
56 ,68 ,55 ,55 ,44 
39 ,44 ,44 ,40 ,47 
43 ,43 ,52 ,47 ,51 
61 ,63 ,68 ,65 ,29 
59 ,67 ,64 ,66 ,29 
32 ,27 ,17 ,22 ,69 
37 ,37 ,40 ,38 ,63 
47 ,38 ,37 ,37 ,65 
59 ,53 ,55 ,47 ,38 
61 ,44 ,44 ,47 ,54 
31 ,33 ,37 ,37 ,60 
75 ,79 ,80 ,78 ,23 
67 ,76 ,71 ,74 ,17 
41 ,40 ,33 ,46 ,65 
31 ,19 ,21 ,26 ,69 
75 ,77 ,75 ,75 ,20 
69 ,60 ,69 ,71 ,32 
18 ,34 ,27 ,24 ,71 
26 ,27 ,20 ,17 ,67 
32 ,18 ,19 ,28 ,69 
73 ,79 ,81 ,80 ,23 
34 ,19 ,13 ,28 ,69 
29 ,35 ,33 ,31 ,57 
44 ,34 ,31 ,36 ,61 
20 ,24 ,27 ,18 ,67 
57 ,42 ,45 ,44 ,52 
37 ,37 ,31 ,33 ,59 
76 ,85 ,71 ,66 ,19 
28 ,36 ,33 ,34 ,58 
36 ,27 ,36 ,28 ,57 
72 ,76 ,75 ,80 ,21 
63 ,60 ,77 ,58 ,30 
49 ,60 ,59 ,54 ,41 
47 ,32 ,41 ,53 ,48 
51 ,50 ,55 ,60 ,39 
26 ,34 ,32 ,32 ,56 
46 ,40 ,43 ,53 ,51 
46 ,31 ,43 ,38 ,44 
46 ,43 ,49 ,48 ,51 
43 ,31 ,35 ,22 ,58 
32 ,40 ,27 ,34 ,58 
66 ,74 ,71 ,59 ,32 
67 ,55 ,70 ,65 ,29 
66 ,60 ,66 ,73 ,31 
35 ,37 ,30 ,37 ,60 
35 ,23 ,31 ,32 ,75 
13 ,31 ,31 ,24 ,70 
75 ,66 ,71 ,80 ,18 
41 ,38 ,39 ,33 ,63 
18 ,26 ,20 ,22 ,66 
52 ,50 ,53 ,62 ,39 
51 ,54 ,53 ,54 ,38 
44 ,35 ,34 ,35 ,62 
65 ,58 ,65 ,63 ,28 
43 ,47 ,34 ,43 ,47 
42 ,38 ,32 ,30 ,61 
72 ,81 ,74 ,67 ,19 
59 ,71 ,66 ,55 ,28 
70 ,71 ,65 ,66 ,33 
68 ,73 ,76 ,60 ,14 
72 ,74 ,72 ,71 ,17 
56 ,57 ,51 ,49 ,38 
59 ,60 ,59 ,50 ,42 
26 ,36 ,23 ,26 ,73 
29 ,34 ,38 ,41 ,61 
42 ,42 ,51 ,46 ,51 
39 ,33 ,34 ,40 ,61 
43 ,40 ,35 ,32 ,63 
38 ,42 ,33 ,39 ,63 
38 ,46 ,44 ,49 ,49 
45 ,46 ,51 ,46 ,52 
49 ,48 ,44 ,41 ,51 
54 ,60 ,54 ,56 ,41 
43 ,44 ,41 ,46 ,48 
44 ,54 ,39 ,40 ,49 
29 ,38 ,36 ,35 ,59 
35 ,45 ,35 ,27 ,60 
31 ,16 ,23 ,31 ,70 
51 ,55 ,53 ,46 ,36 
67 ,73 ,62 ,63 ,31 
58 ,38 ,45 ,38 ,50 
29 ,32 ,38 ,29 ,57 
65 ,69 ,68 ,60 ,30 
53 ,45 ,43 ,41 ,51 
34 ,37 ,29 ,27 ,57 
44 ,45 ,43 ,46 ,50 
72 ,60 ,60 ,68 ,30 
34 ,36 ,32 ,35 ,59 
57 ,74 ,62 ,69 ,31 
52 ,45 ,45 ,47 ,52 
21 ,19 ,23 ,31 ,69 
44 ,56 ,57 ,55 ,38 
60 ,69 ,56 ,72 ,30 
44 ,45 ,51 ,48 ,52 
42 ,36 ,39 ,32 ,62 
46 ,54 ,58 ,59 ,39 
42 ,49 ,46 ,45 ,50 
55 ,55 ,59 ,63 ,43 
49 ,56 ,51 ,60 ,39 
76 ,68 ,69 ,75 ,17 
43 ,45 ,50 ,44 ,50 
57 ,64 ,50 ,49 ,40 
78 ,74 ,82 ,77 ,23 
76 ,80 ,73 ,72 ,20 
47 ,41 ,47 ,48 ,51 
59 ,68 ,69 ,61 ,29 
43 ,48 ,43 ,43 ,49 
38 ,43 ,44 ,51 ,49 
70 ,71 ,80 ,77 ,19 
60 ,55 ,54 ,71 ,25 
73 ,82 ,72 ,71 ,20 
73 ,73 ,71 ,72 ,18 
54 ,49 ,52 ,53 ,37 
42 ,48 ,53 ,42 ,51 
35 ,42 ,20 ,33 ,58 
66 ,70 ,71 ,61 ,32 
51 ,50 ,47 ,45 ,53 
44 ,37 ,46 ,55 ,51 
39 ,37 ,31 ,31 ,59 
21 ,24 ,26 ,26 ,69 
29 ,42 ,32 ,39 ,61 
15 ,21 ,29 ,24 ,67 
60 ,63 ,62 ,69 ,28 
32 ,35 ,37 ,40 ,61 
44 ,34 ,48 ,42 ,47 
67 ,60 ,64 ,72 ,31 
53 ,51 ,54 ,43 ,35 
38 ,31 ,32 ,33 ,59 
81 ,78 ,73 ,78 ,22 
49 ,54 ,57 ,65 ,41 
30 ,21 ,31 ,18 ,70 
45 ,43 ,45 ,33 ,47 
43 ,55 ,44 ,52 ,53 
31 ,33 ,45 ,41 ,62 
58 ,45 ,56 ,65 ,41 
57 ,63 ,52 ,59 ,43 
69 ,61 ,62 ,64 ,29 
31 ,21 ,27 ,25 ,71 
71 ,77 ,65 ,59 ,33 
55 ,54 ,62 ,56 ,42 
20 ,37 ,30 ,30 ,54 
70 ,77 ,72 ,73 ,18 
36 ,29 ,36 ,37 ,60 
36 ,38 ,36 ,30 ,60 
47 ,42 ,42 ,45 ,49 
74 ,88 ,75 ,75 ,23 
65 ,63 ,69 ,57 ,28 
60 ,57 ,50 ,59 ,41 
55 ,66 ,50 ,57 ,42 
49 ,60 ,57 ,50 ,39 
54 ,45 ,47 ,39 ,52 
62 ,59 ,48 ,62 ,43 
34 ,29 ,36 ,46 ,61 
71 ,70 ,66 ,66 ,33 
53 ,46 ,39 ,40 ,50 
54 ,61 ,48 ,49 ,38 
26 ,26 ,28 ,21 ,70 
74 ,68 ,71 ,68 ,35 
79 ,63 ,70 ,73 ,36 
54 ,58 ,52 ,64 ,42 
58 ,51 ,54 ,51 ,58 
73 ,73 ,85 ,68 ,20 
29 ,25 ,25 ,23 ,71 
42 ,43 ,45 ,43 ,48 
43 ,24 ,29 ,43 ,60 
57 ,53 ,58 ,61 ,42 
39 ,27 ,34 ,39 ,60 
55 ,58 ,57 ,54 ,41 
30 ,39 ,30 ,25 ,56 
74 ,75 ,75 ,69 ,18 
79 ,77 ,77 ,81 ,24 
34 ,25 ,28 ,23 ,72 
80 ,77 ,74 ,69 ,20 
34 ,50 ,54 ,47 ,52 
22 ,15 ,30 ,20 ,67 
34 ,36 ,35 ,38 ,61 
34 ,37 ,43 ,34 ,62 
23 ,23 ,24 ,28 ,69 
44 ,26 ,27 ,20 ,74 
36 ,49 ,49 ,56 ,52 
65 ,78 ,61 ,66 ,32 
72 ,70 ,74 ,78 ,19 
71 ,76 ,72 ,75 ,19 
73 ,75 ,80 ,75 ,20 
30 ,27 ,41 ,41 ,60 
28 ,28 ,27 ,25 ,72 
41 ,35 ,32 ,40 ,62 
27 ,31 ,29 ,26 ,73 
74 ,64 ,73 ,59 ,32 
84 ,78 ,76 ,68 ,22 
77 ,78 ,75 ,70 ,20 
26 ,22 ,21 ,24 ,68 
34 ,45 ,50 ,51 ,50 
66 ,64 ,60 ,66 ,29 
38 ,25 ,28 ,28 ,74 
59 ,60 ,71 ,70 ,30 
51 ,59 ,49 ,52 ,38 
40 ,43 ,46 ,41 ,47 
31 ,35 ,36 ,37 ,60 
37 ,50 ,46 ,35 ,47 
35 ,38 ,47 ,35 ,64 
61 ,66 ,70 ,63 ,30 
16 ,24 ,33 ,25 ,69 
32 ,28 ,28 ,25 ,73 
36 ,35 ,30 ,27 ,77 
73 ,80 ,71 ,77 ,20 
49 ,63 ,54 ,46 ,38 
41 ,46 ,53 ,46 ,52 
75 ,71 ,82 ,73 ,21 
72 ,68 ,66 ,61 ,32 
57 ,55 ,48 ,55 ,39 
77 ,74 ,75 ,67 ,18 
32 ,23 ,21 ,26 ,70 
44 ,44 ,48 ,46 ,51 
45 ,36 ,38 ,36 ,63 
70 ,63 ,72 ,65 ,33 
26 ,23 ,25 ,22 ,69 
55 ,58 ,55 ,51 ,40 
59 ,66 ,59 ,74 ,30 
31 ,45 ,41 ,27 ,61 
26 ,23 ,25 ,27 ,70 
45 ,43 ,42 ,40 ,47 
50 ,48 ,50 ,48 ,54 
40 ,44 ,39 ,35 ,65 
65 ,70 ,72 ,64 ,33 
49 ,49 ,47 ,40 ,51 
19 ,25 ,20 ,23 ,67 
26 ,28 ,28 ,27 ,72 
37 ,26 ,34 ,34 ,58 
22 ,32 ,30 ,23 ,72 
47 ,43 ,44 ,43 ,49 
56 ,65 ,68 ,63 ,28 
77 ,80 ,74 ,80 ,23 
58 ,68 ,64 ,71 ,30 
68 ,67 ,74 ,67 ,34 
33 ,33 ,38 ,36 ,60 
36 ,37 ,45 ,40 ,65 
47 ,43 ,46 ,44 ,50 
19 ,20 ,29 ,25 ,68 
33 ,26 ,25 ,18 ,70 
55 ,65 ,64 ,77 ,30 
28 ,30 ,22 ,24 ,71 
76 ,75 ,72 ,70 ,18 
82 ,74 ,79 ,84 ,25 
76 ,81 ,79 ,72 ,22 
77 ,88 ,72 ,75 ,23 
26 ,27 ,24 ,24 ,70 
52 ,46 ,54 ,47 ,35 
63 ,68 ,64 ,63 ,30 
15 ,25 ,23 ,24 ,67 
33 ,30 ,39 ,26 ,57 
51 ,39 ,40 ,55 ,51 
50 ,44 ,50 ,46 ,53 
70 ,69 ,79 ,73 ,17 
71 ,80 ,75 ,71 ,20 
61 ,62 ,63 ,70 ,29 
63 ,62 ,54 ,56 ,44 
38 ,34 ,36 ,36 ,61 
36 ,36 ,42 ,36 ,63 
58 ,53 ,53 ,50 ,39 
60 ,67 ,59 ,67 ,28 
65 ,78 ,78 ,82 ,21 
51 ,47 ,56 ,45 ,55 
63 ,62 ,64 ,66 ,29 
74 ,76 ,81 ,77 ,22 
61 ,68 ,64 ,61 ,28 
77 ,76 ,69 ,65 ,17 
45 ,52 ,52 ,44 ,53 
69 ,69 ,62 ,68 ,32 
40 ,44 ,43 ,42 ,47 
40 ,34 ,34 ,34 ,61 
76 ,70 ,74 ,75 ,19 
36 ,42 ,46 ,49 ,48 
19 ,27 ,27 ,21 ,69 
42 ,46 ,45 ,51 ,51 
64 ,76 ,65 ,63 ,32 
51 ,54 ,58 ,58 ,40 
67 ,72 ,68 ,68 ,34 
60 ,55 ,51 ,55 ,40 
75 ,75 ,78 ,75 ,21 
61 ,65 ,70 ,60 ,29 
56 ,62 ,57 ,57 ,43 
79 ,81 ,71 ,78 ,22 
36 ,41 ,40 ,27 ,61 
70 ,61 ,50 ,65 ,26 
27 ,31 ,26 ,29 ,73 
73 ,75 ,70 ,60 ,34 
47 ,44 ,45 ,40 ,49 
56 ,67 ,63 ,71 ,29 
43 ,32 ,32 ,27 ,58 
31 ,42 ,30 ,39 ,60 
79 ,85 ,70 ,69 ,21 
47 ,64 ,62 ,57 ,42 
58 ,58 ,54 ,61 ,43 
41 ,47 ,44 ,45 ,49 
48 ,28 ,35 ,35 ,62 
27 ,24 ,26 ,20 ,69 
50 ,41 ,42 ,50 ,51 
23 ,23 ,30 ,22 ,70 
75 ,60 ,68 ,69 ,33 
63 ,59 ,66 ,65 ,28 
66 ,68 ,70 ,62 ,32 
64 ,48 ,59 ,45 ,39 
78 ,76 ,69 ,76 ,20 
62 ,65 ,68 ,58 ,28 
69 ,78 ,55 ,73 ,34 
71 ,73 ,72 ,73 ,17 
72 ,66 ,62 ,66 ,32 
71 ,60 ,57 ,65 ,28 
60 ,52 ,59 ,61 ,43 
64 ,68 ,75 ,64 ,33 
29 ,39 ,40 ,34 ,60 
28 ,24 ,27 ,20 ,70 
18 ,26 ,24 ,31 ,70 
47 ,52 ,44 ,43 ,51 
76 ,75 ,68 ,75 ,19 
50 ,41 ,43 ,24 ,65 
25 ,18 ,16 ,28 ,67 
36 ,36 ,39 ,28 ,60 
74 ,81 ,72 ,66 ,18 
34 ,47 ,38 ,45 ,46 
71 ,69 ,58 ,66 ,31 
30 ,40 ,34 ,32 ,59 
40 ,46 ,43 ,46 ,48 
67 ,63 ,68 ,59 ,29 
45 ,42 ,45 ,42 ,48 
34 ,25 ,28 ,24 ,73 
51 ,65 ,65 ,62 ,26 
52 ,46 ,51 ,54 ,36 
68 ,71 ,80 ,79 ,20 
40 ,44 ,36 ,48 ,47 
19 ,29 ,37 ,26 ,73 
56 ,54 ,60 ,57 ,42 
40 ,44 ,40 ,50 ,49 
71 ,72 ,77 ,76 ,19 
54 ,55 ,50 ,54 ,38 
50 ,43 ,44 ,40 ,49 
62 ,49 ,52 ,58 ,40 
60 ,43 ,44 ,48 ,54 
62 ,54 ,50 ,58 ,41 
64 ,67 ,60 ,69 ,30 
43 ,46 ,51 ,54 ,53 
38 ,33 ,31 ,38 ,60 
71 ,78 ,75 ,81 ,21 
55 ,59 ,60 ,67 ,25 
78 ,72 ,81 ,79 ,23 
51 ,54 ,56 ,52 ,38 
64 ,63 ,46 ,57 ,42 
78 ,78 ,73 ,73 ,21 
64 ,67 ,68 ,63 ,30 
29 ,37 ,34 ,32 ,58 
39 ,28 ,32 ,35 ,58 
32 ,44 ,39 ,39 ,64 
60 ,51 ,47 ,53 ,38 
52 ,42 ,48 ,44 ,52 
66 ,70 ,80 ,68 ,16 
62 ,64 ,48 ,53 ,41 
21 ,33 ,18 ,24 ,69 
65 ,56 ,51 ,56 ,42 
43 ,43 ,51 ,53 ,52 
74 ,79 ,82 ,71 ,21 
70 ,83 ,72 ,68 ,18 
35 ,21 ,23 ,18 ,69 
39 ,38 ,38 ,35 ,62 
73 ,76 ,70 ,73 ,18 
39 ,38 ,38 ,36 ,63 
71 ,77 ,75 ,76 ,20 
50 ,51 ,52 ,44 ,54 
34 ,32 ,38 ,26 ,58 
35 ,38 ,41 ,27 ,60 
36 ,37 ,36 ,38 ,62 
26 ,35 ,31 ,38 ,57 
41 ,52 ,42 ,43 ,49 
28 ,24 ,30 ,20 ,71 
25 ,31 ,22 ,26 ,71 
68 ,64 ,62 ,72 ,32 
22 ,34 ,26 ,17 ,70 
45 ,54 ,60 ,52 ,38 
28 ,16 ,25 ,23 ,68 
18 ,32 ,28 ,27 ,71 
57 ,62 ,66 ,68 ,28 
53 ,61 ,57 ,50 ,40 
49 ,59 ,56 ,59 ,41 
65 ,66 ,69 ,58 ,29 
66 ,65 ,63 ,65 ,30 
69 ,64 ,74 ,71 ,34 
55 ,40 ,53 ,58 ,37 
48 ,52 ,40 ,40 ,50 
52 ,51 ,44 ,43 ,52 
47 ,53 ,58 ,60 ,40 
67 ,66 ,66 ,69 ,32 
25 ,29 ,31 ,29 ,73 
60 ,65 ,67 ,72 ,31 
35 ,32 ,23 ,23 ,73 
34 ,28 ,41 ,37 ,60 
26 ,21 ,13 ,29 ,67 
51 ,55 ,48 ,61 ,39 
39 ,24 ,40 ,39 ,61 
79 ,87 ,77 ,88 ,28 
70 ,68 ,54 ,67 ,30 
50 ,42 ,35 ,54 ,50 
60 ,61 ,70 ,68 ,30 
55 ,43 ,61 ,58 ,39 
86 ,83 ,73 ,76 ,25 
34 ,39 ,30 ,32 ,59 
75 ,66 ,76 ,75 ,18 
47 ,53 ,40 ,45 ,51 
75 ,71 ,70 ,74 ,18 
56 ,49 ,58 ,55 ,40 
51 ,57 ,51 ,54 ,38 
64 ,56 ,57 ,56 ,43 
46 ,37 ,34 ,58 ,49 
19 ,31 ,28 ,30 ,72 
29 ,26 ,23 ,22 ,70 
23 ,24 ,38 ,23 ,72 
47 ,57 ,55 ,56 ,39 
69 ,76 ,75 ,72 ,18 
52 ,51 ,48 ,60 ,38 
27 ,20 ,20 ,17 ,66 
20 ,29 ,25 ,29 ,71 
45 ,50 ,31 ,44 ,47 
77 ,80 ,79 ,68 ,21 
77 ,73 ,74 ,87 ,23 
62 ,61 ,70 ,66 ,30 
48 ,51 ,44 ,51 ,53 
56 ,63 ,55 ,57 ,43 
52 ,44 ,44 ,41 ,50 
29 ,35 ,39 ,33 ,59 
49 ,49 ,53 ,52 ,36 
62 ,50 ,54 ,57 ,41 
50 ,47 ,50 ,54 ,55 
55 ,51 ,58 ,49 ,38 
56 ,54 ,57 ,57 ,41 
62 ,66 ,59 ,64 ,28 
76 ,71 ,72 ,71 ,18 
41 ,34 ,43 ,42 ,45 
74 ,79 ,78 ,68 ,20 
76 ,68 ,72 ,75 ,18 
74 ,72 ,61 ,82 ,17 
58 ,49 ,64 ,51 ,40 
51 ,55 ,45 ,53 ,36 
50 ,44 ,57 ,56 ,37 
86 ,67 ,74 ,66 ,18 
76 ,77 ,76 ,78 ,22 
23 ,20 ,21 ,25 ,67 
39 ,21 ,32 ,33 ,56 
68 ,56 ,71 ,67 ,31 
32 ,43 ,27 ,42 ,61 
30 ,25 ,34 ,26 ,73 
59 ,59 ,66 ,64 ,27 
28 ,32 ,26 ,35 ,55 
58 ,64 ,58 ,54 ,44 
76 ,86 ,70 ,73 ,21 
66 ,63 ,62 ,71 ,30 
34 ,39 ,42 ,44 ,65 
31 ,31 ,35 ,39 ,59 
77 ,75 ,79 ,77 ,22 
53 ,55 ,58 ,56 ,40 
72 ,74 ,82 ,76 ,21 
71 ,69 ,70 ,66 ,34 
73 ,69 ,66 ,70 ,15 
69 ,65 ,59 ,62 ,29 
62 ,69 ,65 ,62 ,29 
35 ,39 ,33 ,36 ,61 
38 ,44 ,40 ,42 ,46 
59 ,63 ,64 ,63 ,27 
23 ,30 ,30 ,47 ,57 
59 ,60 ,54 ,46 ,40 
50 ,40 ,49 ,48 ,52 
21 ,27 ,22 ,29 ,70 
49 ,55 ,59 ,53 ,39 
62 ,53 ,51 ,60 ,41 
33 ,39 ,29 ,39 ,60 
69 ,70 ,64 ,60 ,31 
25 ,28 ,13 ,30 ,69 
75 ,73 ,68 ,72 ,17 
71 ,72 ,74 ,73 ,17 
55 ,58 ,54 ,62 ,42 
51 ,56 ,65 ,57 ,42 
36 ,29 ,37 ,35 ,59 
23 ,23 ,16 ,24 ,66 
69 ,73 ,78 ,75 ,19 
45 ,46 ,42 ,46 ,50 
31 ,27 ,32 ,24 ,74 
26 ,26 ,21 ,24 ,70 
25 ,32 ,33 ,33 ,56 
27 ,39 ,43 ,36 ,61 
22 ,21 ,21 ,19 ,66 
59 ,63 ,63 ,65 ,28 
37 ,33 ,29 ,45 ,61 
53 ,52 ,48 ,58 ,38 
53 ,55 ,51 ,58 ,39 
37 ,29 ,33 ,41 ,60 
36 ,38 ,34 ,39 ,62 
44 ,39 ,43 ,41 ,47 
59 ,52 ,49 ,56 ,39 
30 ,34 ,31 ,37 ,58 
36 ,48 ,45 ,47 ,49 
16 ,20 ,33 ,14 ,66 
48 ,60 ,52 ,48 ,37 
36 ,37 ,34 ,28 ,59 
36 ,36 ,41 ,36 ,62 
32 ,43 ,35 ,35 ,62 
64 ,78 ,66 ,61 ,32 
44 ,62 ,53 ,47 ,37 
42 ,48 ,35 ,40 ,46 
66 ,66 ,65 ,64 ,30 
20 ,24 ,28 ,15 ,67 
73 ,71 ,73 ,76 ,18 
35 ,37 ,23 ,31 ,57 
78 ,70 ,83 ,67 ,19 
40 ,44 ,50 ,47 ,50 
74 ,81 ,80 ,80 ,24 
71 ,69 ,61 ,65 ,31 
50 ,55 ,46 ,55 ,36 
28 ,24 ,31 ,22 ,71 
49 ,57 ,57 ,54 ,39 
28 ,27 ,29 ,19 ,71 
80 ,79 ,77 ,65 ,21 
71 ,57 ,74 ,74 ,34 
49 ,56 ,47 ,56 ,37 
37 ,41 ,43 ,39 ,45 
35 ,33 ,33 ,29 ,58 
22 ,22 ,21 ,21 ,67 
42 ,44 ,46 ,42 ,48 
56 ,49 ,60 ,62 ,42 
30 ,36 ,37 ,30 ,58 
33 ,32 ,37 ,29 ,58 
22 ,31 ,26 ,22 ,70 
47 ,47 ,56 ,61 ,38 
48 ,48 ,44 ,40 ,50 
25 ,31 ,35 ,40 ,58 
72 ,65 ,58 ,64 ,30 
84 ,73 ,77 ,75 ,22 
73 ,74 ,73 ,73 ,18 
27 ,36 ,31 ,27 ,75 
61 ,63 ,57 ,65 ,26 
64 ,63 ,68 ,65 ,30 
27 ,26 ,24 ,12 ,67 
16 ,22 ,37 ,26 ,70 
60 ,68 ,70 ,65 ,31 
78 ,74 ,72 ,73 ,19 
55 ,58 ,48 ,50 ,38 
32 ,36 ,40 ,34 ,61 
61 ,41 ,51 ,56 ,37 
57 ,48 ,52 ,53 ,37 
